"ID","案例类型","论文名称","论文作者","论文链接","论文年份","来源标签
（会议期刊）","github链接","状态"
"14","💡 未复现","DetectGPT: Zero-Shot Machine-Generated Text Detection using Probability Curvature","Eric Mitchell, Yoonho Lee, Alexander Khazatsky, Christopher D Manning, Chelsea Finn","https://proceedings.mlr.press/v202/mitchell23a.html","2023","PMLR","https://github.com/eric-mitchell/detect-gpt",""
"15","💡 未复现","Recitation-augmented language models","Zhiqing Sun,Xuezhi Wang,Yi Tay,Yiming Yang,Denny Zhou","https://openreview.net/forum?id=-cqvvvb-NkI","2023","ICLR","https://github.com/Edward-Sun/RECITE",""
"16","💡 未复现","Self-Instruct: Aligning Language Models with Self-Generated Instructions","Yizhong Wang, Yeganeh Kordi, Swaroop Mishra, Alisa Liu, Noah A. Smith, Daniel Khashabi, Hannaneh Hajishirzi","https://aclanthology.org/2023.acl-long.754/","2023","ACL","https://github.com/yizhongw/self-instruct",""
"17","💡 未复现","Automatic chain of thought prompting in large language models","Zhuosheng Zhang,Aston Zhang,Mu Li,Alex Smola","https://openreview.net/forum?id=5NTt8GFjUHkr","2023","ICLR","https://github.com/amazon-science/auto-cot",""
"18","💡 未复现","REALM: retrieval-augmented language model pre-training","Kelvin Guu, Kenton Lee, Zora Tung, Panupong Pasupat, Ming-Wei Chang","https://dl.acm.org/doi/abs/10.5555/3524938.3525306","2020","ICML","https://github.com/google-research/language/tree/master/language/realm",""
"19","💡 未复现","Language Is Not All You Need: Aligning Perception with Language Models","Shaohan Huang, Li Dong, Wenhui Wang, Yaru Hao, Saksham Singhal, Shuming Ma, Tengchao Lv, Lei Cui, Owais Khan Mohammed, Barun Patra, Qiang Liu, Kriti Aggarwal, Zewen Chi, Nils Bjorck, Vishrav Chaudhary, Subhojit Som, XIA SONG, Furu Wei","https://proceedings.neurips.cc/paper_files/paper/2023/hash/e425b75bac5742a008d643826428787c-Abstract-Conference.html","2023","NIPS","https://github.com/microsoft/unilm/tree/master/unilm-v1",""
"20","💡 未复现","Automatic Prompt Augmentation and Selection with Chain-of-Thought from Labeled Data","Kashun Shum, Shizhe Diao, Tong Zhang","https://aclanthology.org/2023.findings-emnlp.811/","2023","EMNLP","https://github.com/SHUMKASHUN/Automate-CoT",""
"21","💡 未复现","Weakly Supervised Semantic Segmentation via Alternate Self-Dual Teaching","Dingwen Zhang, Wenyuan Zeng, Guangyu Guo, Chaowei Fang, Lechao Cheng, Ming-Ming Cheng, Junwei Han","https://arxiv.org/abs/2112.09459","2025","TIP","",""
"22","💡 未复现","Text to Image for Multi-Label Image Recognition with Joint Prompt-Adapter Learning","Chun-Mei Feng, Kai Yu, Xinxing Xu, Salman Khan, Rick Siow Mong Goh, Wangmeng Zuo, Yong Liu","https://arxiv.org/abs/2506.10575","2024","TPAMI","",""
"23","💡 未复现","Segment Concealed Objects with Incomplete Supervision","Chunming He, Kai Li, Yachao Zhang, Ziyun Yang, Youwei Pang, Longxiang Tang, Chengyu Fang, Yulun Zhang, Linghe Kong, Xiu Li, Sina Farsiu","https://arxiv.org/pdf/2506.08955","2025","TPAMI","https://github.com/ChunmingHe/SEE",""
"24","💡 未复现","Event-based Stereo Depth Estimation: A Survey","Suman Ghosh, Guillermo Gallego","https://arxiv.org/abs/2409.17680","2025","TPAMI","",""
"25","💡 未复现","Efficient Low-Resolution Face Recognition via Bridge Distillation","Shiming Ge, Shengwei Zhao, Chenyu Li, Yu Zhang, Jia Li","https://arxiv.org/abs/2409.11786","2024","TIP","",""
"26","💡 未复现","Towards Deviation-Robust Agent Navigation via Perturbation-Aware Contrastive Learning","Bingqian Lin, Yanxin Long, Yi Zhu, Fengda Zhu, Xiaodan Liang, Qixiang Ye, Liang Lin","https://arxiv.org/abs/2403.05770","2023","TPAMI","https://github.com/YicongHong/Recurrent-VLN-BERT",""
"27","💡 未复现","Bayesian Estimate of Mean Proper Scores for Diversity-Enhanced Active Learning","Wei Tan, Lan Du, Wray Buntine","https://arxiv.org/abs/2312.10116","2023","TPAMI","",""
"28","💡 未复现","Paragraph-to-Image Generation with Information-Enriched Diffusion Model","Weijia Wu, Zhuang Li, Yefei He, Mike Zheng Shou, Chunhua Shen, Lele Cheng, Yan Li, Tingting Gao, Di Zhang","https://arxiv.org/abs/2311.14284","2025","IJCV","https://github.com/weijiawu/ParaDiffusion",""
"29","💡 未复现","Inherit with Distillation and Evolve with Contrast: Exploring Class Incremental Semantic Segmentation Without Exemplar Memory","Danpei Zhao, Bo Yuan, Zhenwei Shi","https://arxiv.org/abs/2309.15413","2023","TPAMI","",""
"30","💡 未复现","Dual Compensation Residual Networks for Class Imbalanced Learning","Ruibing Hou, Hong Chang, Bingpeng Ma, Shiguang Shan, Xilin Chen","https://arxiv.org/abs/2308.13165","2023","TPAMI","",""
"31","💡 未复现","End-to-end Alternating Optimization for Real-World Blind Super Resolution","Zhengxiong Luo, Yan Huang, Shang Li, Liang Wang, Tieniu Tan","https://arxiv.org/abs/2308.08816","2023","IJCV","https://github.com/greatlog/RealDAN",""
"32","💡 未复现","YOLO-MS: Rethinking Multi-Scale Representation Learning for Real-time Object Detection","Yuming Chen, Xinbin Yuan, Jiabao Wang, Ruiqi Wu, Xiang Li, Qibin Hou, Ming-Ming Cheng","https://arxiv.org/abs/2308.05480","2025","TPAMI","https://github.com/FishAndWasabi/YOLO-MS",""
"33","💡 未复现","A Survey on Graph Neural Networks for Time Series: Forecasting, Classification, Imputation, and Anomaly Detection","Ming Jin, Huan Yee Koh, Qingsong Wen, Daniele Zambon, Cesare Alippi, Geoffrey I. Webb, Irwin King, Shirui Pan","https://arxiv.org/abs/2307.03759","2024","TPAMI","https://github.com/KimMeen/Awesome-GNN4TS",""
"34","💡 未复现","SplatFlow: Learning Multi-frame Optical Flow via Splatting","Bo Wang, Yifan Zhang, Jian Li, Yang Yu, Zhenping Sun, Li Liu, Dewen Hu","https://arxiv.org/abs/2306.08887","2024","IJCV","https://github.com/wwsource/SplatFlow",""
"35","💡 未复现","Towards Expressive Spectral-Temporal Graph Neural Networks for Time Series Forecasting","Ming Jin, Guangsi Shi, Yuan-Fang Li, Bo Xiong, Tian Zhou, Flora D. Salim, Liang Zhao, Lingfei Wu, Qingsong Wen, Shirui Pan","https://arxiv.org/abs/2305.06587","2025","TPAMI","",""
"36","💡 未复现","Efficient Halftoning via Deep Reinforcement Learning","Haitian Jiang, Dongliang Xiong, Xiaowen Jiang, Li Ding, Liang Chen, Kai Huang","https://arxiv.org/abs/2304.12152","2023","TIP","",""
"37","💡 未复现","PAC-Bayes Bounds for Bandit Problems: A Survey and Experimental Comparison","Hamish Flynn, David Reeb, Melih Kandemir, Jan Peters","https://arxiv.org/abs/2211.16110","2023","TPAMI","",""
"38","💡 未复现","Salient Object Detection via Dynamic Scale Routing","Zhenyu Wu, Shuai Li, Chenglizhao Chen, Hong Qin, Aimin Hao","https://arxiv.org/abs/2210.13821","2022","TIP","https://github.com/wuzhenyubuaa/DPNet",""
"39","💡 未复现","Twin Contrastive Learning for Online Clustering","Yunfan Li, Mouxing Yang, Dezhong Peng, Taihao Li, Jiantao Huang, Xi Peng","https://arxiv.org/abs/2210.11680","2022","IJCV","",""
"40","💡 未复现","Kernel-Based Generalized Median Computation for Consensus Learning","Andreas Nienkötter, Xiaoyi Jiang","https://arxiv.org/abs/2209.10208","2022","TPAMI","",""
"41","💡 未复现","A Tale of HodgeRank and Spectral Method: Target Attack Against Rank Aggregation Is the Fixed Point of Adversarial Game","Ke Ma, Qianqian Xu, Jinshan Zeng, Guorong Li, Xiaochun Cao, Qingming Huang","https://arxiv.org/abs/2209.05742","2022","TPAMI","",""
"42","💡 未复现","Boosting Night-time Scene Parsing with Learnable Frequency","Zhifeng Xie, Sen Wang, Ke Xu, Zhizhong Zhang, Xin Tan, Yuan Xie, Lizhuang Ma","https://arxiv.org/abs/2208.14241","2023","TIP","",""
"43","💡 未复现","SiamMask: A Framework for Fast Online Object Tracking and Segmentation","Weiming Hu, Qiang Wang, Li Zhang, Luca Bertinetto, Philip H. S. Torr","https://arxiv.org/abs/2207.02088","2022","TPAMI","",""
"44","💡 未复现","SERE: Exploring Feature Self-relation for Self-supervised Transformer","Zhong-Yu Li, Shanghua Gao, Ming-Ming Cheng","https://arxiv.org/abs/2206.05184","2023","TPAMI","https://github.com/MCG-NKU/SERE",""
"45","💡 未复现","Parallel and Distributed Graph Neural Networks: An In-Depth Concurrency Analysis","Maciej Besta, Torsten Hoefler","https://arxiv.org/abs/2205.09702","2023","TPAMI","",""
"46","💡 未复现","Efficient Burst Raw Denoising with Variance Stabilization and Multi-frequency Denoising Network","Dasong Li, Yi Zhang, Ka Lung Law, Xiaogang Wang, Hongwei Qin, Hongsheng Li","https://arxiv.org/abs/2205.04721","2022","IJCV","",""
"47","💡 未复现","Incomplete Gamma Kernels: Generalizing Locally Optimal Projection Operators","Patrick Stotko, Michael Weinmann, Reinhard Klein","https://arxiv.org/abs/2205.01087","2024","TPAMI","https://github.com/stotko/incomplete-gamma-kernels",""
"48","💡 未复现","From Slow Bidirectional to Fast Autoregressive Video Diffusion Models","Tianwei Yin, Qiang Zhang, Richard Zhang, William T. Freeman, Fredo Durand, Eli Shechtman, Xun Huang","https://arxiv.org/abs/2412.07772","2025","CVPR","https://github.com/tianweiy/CausVid",""
"49","💡 未复现","FastComposer: Tuning-Free Multi-Subject Image Generation with Localized Attention","Guangxuan Xiao, Tianwei Yin, William T. Freeman, Frédo Durand, Song Han","https://arxiv.org/abs/2305.10431","2024","IJCV","https://github.com/mit-han-lab/fastcomposer",""
"50","💡 未复现","ROGRAG: A Robustly Optimized GraphRAG Framework","Zhefan Wang, Huanjun Kong, Jie Ying, Wanli Ouyang, Nanqing Dong","https://arxiv.org/abs/2503.06474","2025","ACL","https://github.com/tpoisonooo/ROGRAG",""
"51","💡 未复现","Dual Encoder GAN Inversion for High-Fidelity 3D Head Reconstruction from Single Images","Bahri Batuhan Bilecen, Ahmet Berke Gokmen, Aysegul Dundar","https://arxiv.org/abs/2409.20530","2024","NIPS","berkegokmen1/dual-enc-3d-gan-inversion",""
"52","💡 未复现","Can We Leave Deepfake Data Behind in Training Deepfake Detector","Jikang Cheng, Zhiyuan Yan, Ying Zhang, Yuhao Luo, Zhongyuan Wang, Chen Li","https://arxiv.org/pdf/2408.17052","2024","NIPS","https://github.com/beautyremain/ProDet",""
"53","💡 未复现","VAST: A Vision-Audio-Subtitle-Text Omni-Modality Foundation Model and Dataset","Sihan Chen, Handong Li, Qunbo Wang, Zijia Zhao, Mingzhen Sun, Xinxin Zhu, Jing Liu","https://arxiv.org/abs/2305.18500","2023","NIPS","https://github.com/TXH-mercury/VAST",""
"54","💡 未复现","MASt3R-SLAM: Real-Time Dense SLAM with 3D Reconstruction Priors","Riku Murai, Eric Dexheimer, Andrew J. Davison","https://arxiv.org/abs/2412.12392","2025","CVPR","https://github.com/rmurai0610/MASt3R-SLAM",""
"55","💡 未复现","MAGiC-SLAM: Multi-Agent Gaussian Globally Consistent SLAM","Vladimir Yugay, Theo Gevers, Martin R. Oswald","https://arxiv.org/abs/2411.16785","2025","CVPR","https://github.com/VladimirYugay/MAGiC-SLAM",""
"56","💡 未复现","Murre: Multi-view Reconstruction via SfM-guided Monocular Depth Estimation","Haoyu Guo, He Zhu, Sida Peng, Haotong Lin, Yunzhi Yan, Tao Xie, Wenguan Wang, Xiaowei Zhou, Hujun Bao","https://arxiv.org/abs/2503.14483","2025","CVPR","https://github.com/zju3dv/Murre",""
"57","💡 未复现","STAR: Spatial-Temporal Augmentation with Text-to-Video Models for Real-World Video Super-Resolution","Rui Xie, Yinhong Liu, Penghao Zhou, Chen Zhao, Jun Zhou, Kai Zhang, Zhenyu Zhang, Jian Yang, Zhenheng Yang, Ying Tai","https://arxiv.org/abs/2501.02976","2025","ICCV","https://github.com/NJU-PCALab/STAR",""
"58","💡 未复现","SemanticDraw: Towards Real-Time Interactive Content Creation from Image Diffusion Models","Jaerin Lee, Daniel Sungho Jung, Kanggeon Lee, Kyoung Mu Lee","https://arxiv.org/abs/2403.09055","2025","CVPR","https://github.com/ironjr/semantic-draw",""
"59","💡 未复现","HSMR: Reconstructing Humans with a Biomechanically Accurate Skeleton","Yan Xia, Xiaowei Zhou, Etienne Vouga, Qixing Huang, Georgios Pavlakos","https://arxiv.org/abs/2503.21751","2025","CVPR","https://github.com/IsshikiHugh/HSMR",""
"60","💡 未复现","RLAIF-V: Open-Source AI Feedback Leads to Super GPT-4V Trustworthiness","Tianyu Yu, Haoye Zhang, Qiming Li, Qixin Xu, Yuan Yao, Da Chen, Xiaoman Lu, Ganqu Cui, Yunkai Dang, Taiwen He, Xiaocheng Feng, Jun Song, Bo Zheng, Zhiyuan Liu, Tat-Seng Chua, Maosong Sun","https://arxiv.org/abs/2405.17220","2025","CVPR","https://github.com/RLHF-V/RLAIF-V",""
"61","💡 未复现","DFormer：Rethinking RGBD Representation Learning for Semantic Segmentation","Bowen Yin, Xuying Zhang, Zhongyu Li, Li Liu, Ming-Ming Cheng, Qibin Hou","https://arxiv.org/abs/2309.09668","2025","CVPR","https://github.com/VCIP-RGBD/DFormer",""
"62","💡 未复现","GaussianCity: Generative Gaussian Splatting for Unbounded 3D City Generation","Haozhe Xie, Zhaoxi Chen, Fangzhou Hong, Ziwei Liu","https://arxiv.org/abs/2406.06526","2025","CVPR","https://github.com/hzxie/GaussianCity",""
"63","💡 未复现","PhysTwin: Physics-Informed Reconstruction and Simulation of Deformable Objects from Videos","Hanxiao Jiang, Hao-Yu Hsu, Kaifeng Zhang, Hsin-Ni Yu, Shenlong Wang, Yunzhu Li","https://arxiv.org/abs/2503.17973","2025","ICCV","https://github.com/Jianghanxiao/PhysTwin",""
"64","💡 未复现","UniGoal: Towards Universal Zero-shot Goal-oriented Navigation","Hang Yin, Xiuwei Xu, Lingqing Zhao, Ziwei Wang, Jie Zhou, Jiwen Lu","https://arxiv.org/abs/2503.10630","2025","CVPR","https://github.com/bagh2178/UniGoal",""
"65","💡 未复现","Momentum-GS: Momentum Gaussian Self-Distillation for High-Quality Large Scene Reconstruction","Jixuan Fan, Wanhua Li, Yifei Han, Yansong Tang","https://arxiv.org/abs/2412.04887","2025","ICCV","https://github.com/Jixuan-Fan/Momentum-GS",""
"66","💡 未复现","MINIMA: Modality Invariant Image Matching","Jiangwei Ren, Xingyu Jiang, Zizhuo Li, Dingkang Liang, Xin Zhou, Xiang Bai","https://arxiv.org/abs/2412.19412","2025","CVPR","https://github.com/LSXI7/MINIMA",""
"67","💡 未复现","Uni4D: Unifying Visual Foundation Models for 4D Modeling from a Single Video","David Yifan Yao, Albert J. Zhai, Shenlong Wang","https://arxiv.org/abs/2503.21761","2025","CVPR","https://github.com/Davidyao99/uni4d",""
"68","💡 未复现","Diffusion Renderer: Neural Inverse and Forward Rendering with Video Diffusion Models","Ruofan Liang, Zan Gojcic, Huan Ling, Jacob Munkberg, Jon Hasselgren, Zhi-Hao Lin, Jun Gao, Alexander Keller, Nandita Vijaykumar, Sanja Fidler, Zian Wang","https://arxiv.org/abs/2501.18590","2025","CVPR","https://github.com/52CV/CVPR-2025-Papers",""
"69","💡 未复现","Linear Programming Bounds on k-Uniform States","Yu Ning, Fei Shi, Tao Luo, Xiande Zhang","https://arxiv.org/abs/2503.02222","2025","ICCV","https://github.com/Epona-World-Model/Epona",""
"70","💡 未复现","LGM: Large Multi-View Gaussian Model for High-Resolution 3D Content Creation","Jiaxiang Tang, Zhaoxi Chen, Xiaokang Chen, Tengfei Wang, Gang Zeng, Ziwei Liu","https://arxiv.org/abs/2402.05054","2024","ECCV","https://github.com/3DTopia/LGM",""
"71","💡 未复现","VideoMamba: State Space Model for Efficient Video Understanding","Kunchang Li, Xinhao Li, Yi Wang, Yinan He, Yali Wang, Limin Wang, Yu Qiao","https://arxiv.org/abs/2403.06977","2024","ECCV","https://github.com/OpenGVLab/video-mamba-suite",""
"72","💡 未复现","DriveLM: Driving with Graph Visual Question Answering","Chonghao Sima, Katrin Renz, Kashyap Chitta, Li Chen, Hanxue Zhang, Chengen Xie, Jens Beißwenger, Ping Luo, Andreas Geiger, Hongyang Li","https://arxiv.org/abs/2312.14150","2024","ECCV","https://github.com/OpenDriveLab/DriveLM",""
"73","💡 未复现","GRiT: A Generative Region-to-text Transformer for Object Understanding","Jialian Wu, Jianfeng Wang, Zhengyuan Yang, Zhe Gan, Zicheng Liu, Junsong Yuan, Lijuan Wang","https://arxiv.org/abs/2212.00280","2024","ECCV","https://github.com/JialianW/GRiT",""
"74","💡 未复现","PointLLM: Empowering Large Language Models to Understand Point Clouds","Runsen Xu, Xiaolong Wang, Tai Wang, Yilun Chen, Jiangmiao Pang, Dahua Lin","https://arxiv.org/abs/2308.16911","2024","ECCV","https://github.com/OpenRobotLab/PointLLM",""
"75","💡 未复现","nuCraft: Crafting High Resolution 3D Semantic Occupancy for Unified 3D Scene Understanding","Benjin Zhu, Zhe Wang, and Hongsheng Li","https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/00730.pdf","2024","ECCV","/",""
"76","💡 未复现","Adversarial Diffusion Distillation","Axel Sauer, Dominik Lorenz, Andreas Blattmann, Robin Rombach","https://arxiv.org/abs/2311.17042","2024","ECCV","https://github.com/AMD-AIG-AIMA/AMD-Diffusion-Distillation",""
"77","💡 未复现","Generative Image Dynamics","Zhengqi Li, Richard Tucker, Noah Snavely, Aleksander Holynski","https://arxiv.org/abs/2309.07906","2024","CVPR","https://generative-dynamics.github.io/","最佳论文"
"78","💡 未复现","Rich Human Feedback for Text-to-Image Generation","Youwei Liang, Junfeng He, Gang Li, Peizhao Li, Arseniy Klimovskiy, Nicholas Carolan, Jiao Sun, Jordi Pont-Tuset, Sarah Young, Feng Yang, Junjie Ke, Krishnamurthy Dj Dvijotham, Katie Collins, Yiwen Luo, Yang Li, Kai J Kohlhoff, Deepak Ramachandran, Vidhya Navalpakkam","https://arxiv.org/pdf/2312.10240","2024","CVPR","https://github.com/youweiliang/RichHF","最佳论文"
"79","💡 未复现","Mip-Splatting: Alias-free 3D Gaussian Splatting","Zehao Yu, Anpei Chen, Binbin Huang, Torsten Sattler, Andreas Geiger","https://arxiv.org/abs/2311.16493","2024","CVPR","https://github.com/autonomousvision/mip-splatting","最佳学生论文"
"80","💡 未复现","BioCLIP: A Vision Foundation Model for the Tree of Life","Samuel Stevens, Jiaman Wu, Matthew J Thompson, Elizabeth G Campolongo, Chan Hee Song, David Edward Carlyn, Li Dong, Wasila M Dahdul, Charles Stewart, Tanya Berger-Wolf, Wei-Lun Chao, Yu Su","https://arxiv.org/abs/2311.18803","2024","CVPR","https://github.com/Imageomics/bioclip","最佳学生论文"
"81","💡 未复现","4D Gaussian Splatting for Real-Time Dynamic Scene Rendering","Guanjun Wu, Taoran Yi, Jiemin Fang, Lingxi Xie, Xiaopeng Zhang, Wei Wei, Wenyu Liu, Qi Tian, Xinggang Wang","https://arxiv.org/abs/2310.08528","2024","CVPR","https://github.com/hustvl/4DGaussians",""
"82","💡 未复现","Depth Anything: Unleashing The Power of Large-Scale Unlabeled Data","Lihe Yang, Bingyi Kang, Zilong Huang, Xiaogang Xu, Jiashi Feng, Hengshuang Zhao","https://arxiv.org/abs/2401.10891","2024","CVPR","https://github.com/LiheYoung/Depth-Anything",""
"83","💡 未复现","LISA: Reasoning Segmentation Via Large Language Model","Xin Lai, Zhuotao Tian, Yukang Chen, Yanwei Li, Yuhui Yuan, Shu Liu, Jiaya Jia","https://arxiv.org/abs/2308.00692","2024","CVPR","https://github.com/dvlab-research/LISA",""
"84","💡 未复现","InternVL: Scaling up Vision Foundation Models and Aligning for Generic Visual-Linguistic Tasks","Zhe Chen, Jiannan Wu, Wenhai Wang, Weijie Su, Guo Chen, Sen Xing, Muyan Zhong, Qinglong Zhang, Xizhou Zhu, Lewei Lu, Bin Li, Ping Luo, Tong Lu, Yu Qiao, Jifeng Dai","https://arxiv.org/abs/2312.14238","2024","CVPR","https://github.com/OpenGVLab/InternVL",""
"85","💡 未复现","MMMU: A Massive Multi-discipline Multimodal Understanding and Reasoning Benchmark","Xiang Yue, Yuansheng Ni, Kai Zhang, Tianyu Zheng, Ruoqi Liu, Ge Zhang, Samuel Stevens, Dongfu Jiang, Weiming Ren, Yuxuan Sun, Cong Wei, Botao Yu, Ruibin Yuan, Renliang Sun, Ming Yin, Boyuan Zheng, Zhenzhu Yang, Yibo Liu, Wenhao Huang, Huan Sun, Yu Su, Wenhu Chen","https://arxiv.org/abs/2311.16502","2024","CVPR","https://github.com/MMMU-Benchmark/MMMU",""
"86","💡 未复现","EfficientSAM: Leveraged Masked Image Pretraining for Efficient Segment Anything","Yunyang Xiong, Bala Varadarajan, Lemeng Wu, Xiaoyu Xiang, Fanyi Xiao, Chenchen Zhu, Xiaoliang Dai, Dilin Wang, Fei Sun, Forrest Iandola, Raghuraman Krishnamoorthi, Vikas Chandra","https://arxiv.org/abs/2312.00863","2024","CVPR","https://github.com/yformer/EfficientSAM",""
"87","💡 未复现","Improved Baselines with Visual Instruction Tuning (LLaVA-1.5)","Haotian Liu, Chunyuan Li, Yuheng Li, Yong Jae Lee","https://arxiv.org/abs/2310.03744","2024","CVPR","https://github.com/LLaVA-VL/LLaVA-NeXT",""
"88","💡 未复现","DemoFusion: Democratising High-Resolution Image Generation With No $$$","Ruoyi Du, Dongliang Chang, Timothy Hospedales, Yi-Zhe Song, Zhanyu Ma","https://arxiv.org/abs/2311.16973","2024","CVPR","https://github.com/PRIS-CV/DemoFusion",""
"89","💡 未复现","ViewDiff: 3D-Consistent Image Generation with Text-to-Image Models","Lukas Höllein, Aljaž Božič, Norman Müller, David Novotny, Hung-Yu Tseng, Christian Richardt, Michael Zollhöfer, Matthias Nießner","https://arxiv.org/abs/2403.01807","2024","CVPR","https://github.com/facebookresearch/ViewDiff",""
"90","💡 未复现","OmniGlue: Generalizable Feature Matching with Foundation Model Guidance","Hanwen Jiang, Arjun Karpur, Bingyi Cao, Qixing Huang, Andre Araujo","https://arxiv.org/abs/2405.12979","2024","CVPR","https://github.com/google-research/omniglue",""
"91","💡 未复现","DocRes: A Generalist Model Toward Unifying Document Image Restoration Tasks","Jiaxin Zhang, Dezhi Peng, Chongyu Liu, Peirong Zhang, Lianwen Jin","https://arxiv.org/abs/2405.04408","2024","CVPR","https://github.com/ZZZHANG-jx/DocRes",""
"92","💡 未复现","MobileCLIP: Fast Image-Text Models through Multi-Modal Reinforced Training","Pavan Kumar Anasosalu Vasu, Hadi Pouransari, Fartash Faghri, Raviteja Vemulapalli, Oncel Tuzel","https://arxiv.org/abs/2311.17049","2024","CVPR","https://github.com/apple/ml-mobileclip",""
